Id	Word	Meaning	Pronunciation	AudioUrl
2021	positive	tích cực, khẳng định	/ˈpɑː.zə.t̬ɪv/	
2022	possess	sở hữu	/pəˈzes/	
2023	possible	có thể	/ˈpɑː.sə.bəl/	
2024	post	bưu điện; đăng bài; chức vụ	/poʊst/	
2025	pot	cái nồi	/pɑːt/	
2026	pour	rót, đổ	/pɔːr/	
2027	power	quyền lực; năng lượng	/ˈpaʊ.ɚ/	
2028	practice	thực hành; sự luyện tập	/ˈpræk.tɪs/	
2029	praise	khen ngợi; lời khen	/preɪz/	
2030	pray	cầu nguyện	/preɪ/	
2031	prefer	thích hơn	/prɪˈfɝː/	
2032	prepare	chuẩn bị	/prɪˈper/	
2033	presence	sự hiện diện	/ˈprez.əns/	
2034	present	hiện tại; món quà; trình bày	/ˈprez.ənt/	
2035	president	chủ tịch, tổng thống	/ˈprez.ɪ.dənt/	
2036	press	nhấn, ép; báo chí	/pres/	
2037	pressure	áp lực	/ˈpreʃ.ɚ/	
2038	pretend	giả vờ	/prɪˈtend/	
2039	pretty	xinh đẹp; khá	/ˈprɪt̬.i/	
2040	prevent	ngăn chặn	/prɪˈvent/	
2041	price	giá cả	/praɪs/	
2042	print	in ấn; bản in	/prɪnt/	
2043	prison	nhà tù	/ˈprɪz.ən/	
2044	private	riêng tư	/ˈpraɪ.vət/	
2045	prize	giải thưởng	/praɪz/	
2046	probably	có lẽ, có khả năng	/ˈprɑː.bə.bli/	
2047	problem	vấn đề	/ˈprɑː.bləm/	
2048	produce	sản xuất; nông sản	/prəˈduːs/	
2049	profession	nghề nghiệp	/prəˈfeʃ.ən/	
2050	professor	giáo sư	/prəˈfes.ɚ/	
2051	profit	lợi nhuận	/ˈprɑː.fɪt/	
2052	program	chương trình	/ˈproʊ.ɡræm/	
2053	progress	sự tiến bộ; tiến triển	/ˈprɑː.ɡres/	
2054	project	dự án; chiếu	/ˈprɑː.dʒekt/	
2055	promise	hứa hẹn; lời hứa	/ˈprɑː.mɪs/	
2056	prompt	nhanh chóng; nhắc nhở	/prɑːmpt/	
2057	pronounce	phát âm	/prəˈnaʊns/	
2058	proof	bằng chứng	/pruːf/	
2059	proper	đúng đắn, thích hợp	/ˈprɑː.pɚ/	
2060	property	tài sản; đặc tính	/ˈprɑː.pɚ.t̬i/	
2061	propose	đề xuất; cầu hôn	/prəˈpoʊz/	
2062	protect	bảo vệ	/prəˈtekt/	
2063	protest	phản đối; cuộc biểu tình	/ˈproʊ.test/	
2064	proud	tự hào	/praʊd/	
2065	prove	chứng minh	/pruːv/	
2066	provide	cung cấp	/prəˈvaɪd/	
2067	public	công cộng	/ˈpʌb.lɪk/	
2068	publish	xuất bản	/ˈpʌb.lɪʃ/	
2069	pull	kéo	/pʊl/	
2070	punch	đấm; cái dùi	/pʌntʃ/	
2071	punish	trừng phạt	/ˈpʌn.ɪʃ/	
2072	pupil	học sinh; đồng tử	/ˈpjuː.pəl/	
2073	purchase	mua; việc mua hàng	/ˈpɝː.tʃəs/	
2074	pure	tinh khiết	/pjʊr/	
2075	purple	màu tím	/ˈpɝː.pəl/	
2076	purpose	mục đích	/ˈpɝː.pəs/	
2077	push	đẩy	/pʊʃ/	
2078	put	đặt, để	/pʊt/	
2079	puzzle	trò chơi ghép hình; câu đố	/ˈpʌz.əl/	
2080	quality	chất lượng	/ˈkwɑː.lə.t̬i/	
2081	quantity	số lượng	/ˈkwɑːn.t̬ə.t̬i/	
2082	quarter	một phần tư; quý (năm)	/ˈkwɔːr.t̬ɚ/	
2083	queen	nữ hoàng	/kwiːn/	
2084	question	câu hỏi; hỏi	/ˈkwes.tʃən/	
2085	quick	nhanh chóng	/kwɪk/	
2086	quiet	yên tĩnh	/ˈkwaɪ.ət/	
2087	quit	từ bỏ, nghỉ việc	/kwɪt/	
2088	quite	khá, hoàn toàn	/kwaɪt/	
2089	quote	trích dẫn; báo giá	/kwoʊt/	
2090	race	cuộc đua; chủng tộc	/reɪs/	
2091	radio	đài phát thanh	/ˈreɪ.di.oʊ/	
2092	rail	đường ray	/reɪl/	
2093	rain	mưa	/reɪn/	
2094	raise	nâng lên; quyên góp	/reɪz/	
2095	range	phạm vi; dãy	/reɪndʒ/	
2096	rank	cấp bậc, thứ hạng	/ræŋk/	
2097	rapid	nhanh chóng	/ˈræp.ɪd/	
2098	rare	hiếm	/rer/	
2099	rate	tỷ lệ; đánh giá	/reɪt/	
2100	rather	khá; hơn là	/ˈræð.ɚ/	
2101	raw	sống, thô	/rɑː/	
2102	read	đọc	/riːd/	
2103	ready	sẵn sàng	/ˈred.i/	
2104	real	thực tế	/ˈriː.əl/	
2105	realize	nhận ra	/ˈriː.ə.laɪz/	
2106	really	thực sự	/ˈriː.ə.li/	
2107	reason	lý do	/ˈriː.zən/	
2108	reasonable	hợp lý	/ˈriː.zən.ə.bəl/	
2109	recall	nhớ lại, triệu hồi	/rɪˈkɑːl/	
2110	receive	nhận	/rɪˈsiːv/	
2111	recent	gần đây	/ˈriː.sənt/	
2112	reception	lễ tân; sự đón tiếp	/rɪˈsep.ʃən/	
2113	recognize	nhận ra	/ˈrek.əɡ.naɪz/	
2114	recommend	giới thiệu, đề xuất	/ˌrek.əˈmend/	
2115	record	ghi âm; hồ sơ, kỷ lục	/ˈrek.ɚd/	
2116	recover	phục hồi	/rɪˈkʌv.ɚ/	
2117	red	màu đỏ	/red/	
2118	reduce	giảm bớt	/rɪˈduːs/	
2119	refer	tham khảo, đề cập đến	/rɪˈfɝː/	
2120	reflect	phản ánh, phản chiếu	/rɪˈflekt/	
2121	refuse	từ chối	/rɪˈfjuːz/	
2122	regard	coi như; sự quan tâm	/rɪˈɡɑːrd/	
2123	region	vùng, khu vực	/ˈriː.dʒən/	
2124	regret	hối tiếc; sự hối tiếc	/rɪˈɡret/	
2125	regular	thường xuyên, đều đặn	/ˈreɡ.jə.lɚ/	
2126	relate	liên quan	/rɪˈleɪt/	
2127	relation	mối quan hệ	/rɪˈleɪ.ʃən/	
2128	relative	họ hàng; tương đối	/ˈrel.ə.t̬ɪv/	
2129	relax	thư giãn	/rɪˈlæks/	
2130	relief	sự cứu trợ, sự giảm nhẹ	/rɪˈliːf/	
2131	rely	dựa vào, tin cậy	/rɪˈlaɪ/	
2132	remain	còn lại, vẫn	/rɪˈmeɪn/	
2133	remark	nhận xét; lời nhận xét	/rɪˈmɑːrk/	
2134	remember	nhớ	/rɪˈmem.bɚ/	
2135	remind	nhắc nhở	/rɪˈmaɪnd/	
2136	remove	loại bỏ, dời đi	/rɪˈmuːv/	
2137	rent	thuê; tiền thuê	/rent/	
2138	repair	sửa chữa; sự sửa chữa	/rɪˈper/	
2139	repeat	lặp lại	/rɪˈpiːt/	
2140	replace	thay thế	/rɪˈpleɪs/	
2141	reply	trả lời; câu trả lời	/rɪˈplaɪ/	
2142	require	yêu cầu, đòi hỏi	/rɪˈkwaɪr/	
2143	rescue	giải cứu; sự giải cứu	/ˈres.kjuː/	
2144	research	nghiên cứu; sự nghiên cứu	/ˈriː.sɝːtʃ/	
2145	reserve	đặt trước; khu bảo tồn	/rɪˈzɝːv/	
2146	resist	chống lại, kháng cự	/rɪˈzɪst/	
2147	resort	khu nghỉ dưỡng	/rɪˈzɔːrt/	
2148	respect	tôn trọng; sự tôn trọng	/rɪˈspekt/	
2149	respond	phản hồi	/rɪˈspɑːnd/	
2150	response	sự phản hồi	/rɪˈspɑːns/	
2151	responsible	chịu trách nhiệm	/rɪˈspɑːn.sə.bəl/	
2152	rest	nghỉ ngơi; phần còn lại	/rest/	
2153	restaurant	nhà hàng	/ˈres.tə.rɑːnt/	
2154	restore	phục hồi	/rɪˈstɔːr/	
2155	restrict	hạn chế	/rɪˈstrɪkt/	
2156	result	kết quả	/rɪˈzʌlt/	
2157	retire	nghỉ hưu	/rɪˈtaɪr/	
2158	return	trở lại; trả lại	/rɪˈtɝːn/	
2159	reveal	tiết lộ	/rɪˈviːl/	
2160	reverse	đảo ngược	/rɪˈvɝːs/	
2161	review	xem xét lại; bài đánh giá	/rɪˈvjuː/	
2162	reward	phần thưởng; thưởng	/rɪˈwɔːrd/	
2163	ride	đi xe (đạp, máy); chuyến đi	/raɪd/	
2164	right	bên phải; đúng; quyền lợi	/raɪt/	
2165	ring	nhẫn; rung chuông	/rɪŋ/	
2166	rise	tăng lên, mọc lên	/raɪz/	
2167	risk	rủi ro	/rɪsk/	
2168	river	sông	/ˈrɪv.ɚ/	
2169	road	con đường	/roʊd/	
2170	rob	cướp	/rɑːb/	
2171	rock	đá	/rɑːk/	
2172	role	vai trò	/roʊl/	
2173	roll	lăn; cuộn	/roʊl/	
2174	roof	mái nhà	/ruːf/	
2175	room	căn phòng; chỗ trống	/ruːm/	
2176	root	rễ cây; nguồn gốc	/ruːt/	
2177	rope	dây thừng	/roʊp/	
2178	rough	gồ ghề, thô	/rʌf/	
2179	round	tròn; vòng	/raʊnd/	
2180	route	tuyến đường	/ruːt/	
2181	row	hàng; chèo thuyền	/roʊ/	
2182	royal	hoàng gia	/ˈrɔɪ.əl/	
2183	rub	cọ xát	/rʌb/	
2184	rubber	cao su; cục tẩy	/ˈrʌb.ɚ/	
2185	rude	thô lỗ	/ruːd/	
2186	ruin	phá hủy; sự đổ nát	/ˈruː.ɪn/	
2187	rule	quy tắc; cai trị	/ruːl/	
2188	run	chạy	/rʌn/	
2189	rural	nông thôn	/ˈrʊr.əl/	
2190	rush	vội vàng, xông tới	/rʌʃ/	
2191	sad	buồn	/sæd/	
2192	safe	an toàn	/seɪf/	
2193	safety	sự an toàn	/ˈseɪf.ti/	
2194	sail	đi thuyền buồm; cánh buồm	/seɪl/	
2195	salad	rau trộn, salad	/ˈsæl.əd/	
2196	sale	việc bán hàng; đợt giảm giá	/seɪl/	
2197	salt	muối	/sɑːlt/	
2198	same	giống nhau	/seɪm/	
2199	sample	mẫu thử; lấy mẫu	/ˈsæm.pəl/	
2200	sand	cát	/sænd/	
2201	sauce	nước sốt	/sɑːs/	
2202	save	cứu; tiết kiệm	/seɪv/	
2203	say	nói	/seɪ/	
2204	scale	cái cân; quy mô; thang đo	/skeɪl/	
2205	scared	sợ hãi	/skerd/	
2206	scene	cảnh (phim, kịch); hiện trường	/siːn/	
2207	scheme	kế hoạch, âm mưu	/skiːm/	
2208	school	trường học	/skuːl/	
2209	science	khoa học	/ˈsaɪ.əns/	
2210	scientist	nhà khoa học	/ˈsaɪən.tɪst/	
2211	scissors	cái kéo	/ˈsɪz.ɚz/	
2212	score	điểm số; ghi điểm	/skɔːr/	
2213	scratch	cào, làm xước; vết xước	/skrætʃ/	
2214	screen	màn hình	/skriːn/	
2215	screw	đinh vít; vặn vít	/skruː/	
2216	sea	biển	/siː/	
2217	seal	niêm phong; con dấu; hải cẩu	/siːl/	
2218	search	tìm kiếm; sự tìm kiếm	/sɝːtʃ/	
2219	season	mùa; nêm gia vị	/ˈsiː.zən/	
2220	seat	chỗ ngồi	/siːt/	
2221	second	giây; thứ hai	/ˈsek.ənd/	
2222	secret	bí mật	/ˈsiː.krət/	
2223	section	phần, khu vực	/ˈsek.ʃən/	
2224	sector	khu vực, lĩnh vực (kinh tế)	/ˈsek.tɚ/	
2225	secure	an toàn, đảm bảo	/səˈkjʊr/	
2226	security	an ninh	/səˈkjʊr.ə.t̬i/	
2227	see	nhìn thấy	/siː/	
2228	seed	hạt giống	/siːd/	
2229	seek	tìm kiếm	/siːk/	
2230	seem	dường như, có vẻ	/siːm/	
2231	select	lựa chọn	/səˈlekt/	
2232	self	bản thân	/self/	
2233	sell	bán	/sel/	
2234	send	gửi	/send/	
2235	senior	cấp cao, lớn tuổi hơn	/ˈsiː.ni.ɚ/	
2236	sense	giác quan; ý nghĩa; cảm nhận	/sens/	
2237	sensible	hợp lý, biết điều	/ˈsen.sə.bəl/	
2238	sensitive	nhạy cảm	/ˈsen.sə.t̬ɪv/	
2239	sentence	câu; kết án	/ˈsen.təns/	
2240	separate	tách rời, riêng biệt	/ˈsep.ɚ.ət/	
2241	sequence	chuỗi, trình tự	/ˈsiː.kwəns/	
2242	series	loạt, chuỗi	/ˈsɪr.iːz/	
2243	serious	nghiêm trọng, nghiêm túc	/ˈsɪr.i.əs/	
2244	serve	phục vụ	/sɝːv/	
2245	service	dịch vụ; sự phục vụ	/ˈsɝː.vɪs/	
2246	session	phiên, buổi	/ˈseʃ.ən/	
2247	set	đặt, để; bộ	/set/	
2248	settle	giải quyết; ổn định; định cư	/ˈset̬.əl/	
2249	several	một vài	/ˈsev.ɚ.əl/	
2250	severe	nghiêm trọng, khắc nghiệt	/səˈvɪr/	
2251	sew	may vá	/soʊ/	
2252	shade	bóng râm	/ʃeɪd/	
2253	shadow	cái bóng	/ˈʃæd.oʊ/	
2254	shake	rung, lắc	/ʃeɪk/	
2255	shall	sẽ (dùng với I/we)	/ʃæl/	
2256	shallow	nông, cạn	/ˈʃæl.oʊ/	
2257	shame	sự xấu hổ	/ʃeɪm/	
2258	shape	hình dạng; định hình	/ʃeɪp/	
2259	share	chia sẻ; cổ phần	/ʃer/	
2260	sharp	sắc bén; nhọn	/ʃɑːrp/	
2261	shave	cạo (râu, lông)	/ʃeɪv/	
2262	shelf	kệ, giá sách	/ʃelf/	
2263	shell	vỏ (sò, trứng)	/ʃel/	
2264	shelter	nơi trú ẩn	/ˈʃel.t̬ɚ/	
2265	shine	chiếu sáng	/ʃaɪn/	
2266	ship	tàu thủy; vận chuyển (hàng)	/ʃɪp/	
2267	shirt	áo sơ mi	/ʃɝːt/	
2268	shock	cú sốc; làm sốc	/ʃɑːk/	
2269	shoe	giày	/ʃuː/	
2270	shoot	bắn; quay phim	/ʃuːt/	
2271	shop	cửa hàng; mua sắm	/ʃɑːp/	
2272	short	ngắn, thấp	/ʃɔːrt/	
2273	shot	phát bắn; cú sút; liều tiêm	/ʃɑːt/	
2274	should	nên	/ʃʊd/	
2275	shoulder	vai	/ˈʃoʊl.dɚ/	
2276	shout	hét lên	/ʃaʊt/	
2277	shower	vòi hoa sen; tắm vòi sen	/ˈʃaʊ.ɚ/	
2278	shut	đóng lại	/ʃʌt/	
2279	sick	ốm	/sɪk/	
2280	side	bên cạnh, phía	/saɪd/	
2281	sight	tầm nhìn; cảnh tượng	/saɪt/	
2282	sign	dấu hiệu; ký tên	/saɪn/	
2283	signal	tín hiệu	/ˈsɪɡ.nəl/	
2284	significant	quan trọng, đáng kể	/sɪɡˈnɪf.ə.kənt/	
2285	silence	sự im lặng	/ˈsaɪ.ləns/	
2286	silk	lụa	/sɪlk/	
2287	silly	ngớ ngẩn	/ˈsɪl.i/	
2288	silver	bạc	/ˈsɪl.vɚ/	
2289	similar	tương tự	/ˈsɪm.ə.lɚ/	
2290	simple	đơn giản	/ˈsɪm.pəl/	
2291	since	từ khi; bởi vì	/sɪns/	
2292	sing	hát	/sɪŋ/	
2293	single	đơn, độc thân	/ˈsɪŋ.ɡəl/	
2294	sink	chìm; bồn rửa	/sɪŋk/	
2295	sir	ngài (kính trọng)	/sɝː/	
2296	sister	chị, em gái	/ˈsɪs.tɚ/	
2297	sit	ngồi	/sɪt/	
2298	site	địa điểm, trang web	/saɪt/	
2299	situation	tình hình, hoàn cảnh	/ˌsɪtʃ.uˈeɪ.ʃən/	
2300	size	kích cỡ	/saɪz/	
2301	skin	da	/skɪn/	
2302	skirt	váy	/skɝːt/	
2303	sky	bầu trời	/skaɪ/	
2304	sleep	ngủ	/sliːp/	
2305	slice	lát mỏng; cắt lát	/slaɪs/	
2306	slide	trượt; cầu trượt; slide (bv)	/slaɪd/	
2307	slight	nhỏ, nhẹ	/slaɪt/	
2308	slip	trượt chân	/slɪp/	
2309	slope	dốc; độ dốc	/sloʊp/	
2310	slow	chậm	/sloʊ/	
2311	small	nhỏ	/smɑːl/	
2312	smart	thông minh	/smɑːrt/	
2313	smell	ngửi; mùi	/smel/	
2314	smile	mỉm cười; nụ cười	/smaɪl/	
2315	smoke	khói; hút thuốc	/smoʊk/	
2316	smooth	mượt mà, trơn tru	/smuːð/	
2317	snake	con rắn	/sneɪk/	
2318	snow	tuyết	/snoʊ/	
2319	soap	xà phòng	/soʊp/	
2320	social	thuộc về xã hội	/ˈsoʊ.ʃəl/	
2321	society	xã hội	/səˈsaɪ.ə.t̬i/	
2322	sock	tất, vớ	/sɑːk/	
2323	soft	mềm mại	/sɑːft/	
2324	software	phần mềm	/ˈsɑːft.wer/	
2325	soil	đất	/sɔɪl/	
2326	soldier	người lính	/ˈsoʊl.dʒɚ/	
2327	solid	rắn, cứng chắc	/ˈsɑː.lɪd/	
2328	solve	giải quyết	/sɑːlv/	
2329	some	một vài, một ít	/sʌm/	
2330	sometimes	thỉnh thoảng	/ˈsʌm.taɪmz/	
2331	son	con trai	/sʌn/	
2332	soon	sớm	/suːn/	
2333	sore	đau, nhức	/sɔːr/	
2334	sorry	xin lỗi; lấy làm tiếc	/ˈsɑːr.i/	
2335	sort	loại; phân loại	/sɔːrt/	
2336	soul	linh hồn	/soʊl/	
2337	sound	âm thanh; nghe có vẻ	/saʊnd/	
2338	soup	súp, canh	/suːp/	
2339	sour	chua	/saʊr/	
2340	source	nguồn	/sɔːrs/	
2341	south	phía nam	/saʊθ/	
2342	space	không gian; khoảng trống	/speɪs/	
2343	spare	thừa, dự phòng	/sper/	
2344	speak	nói	/spiːk/	
2345	special	đặc biệt	/ˈspeʃ.əl/	
2346	speech	bài phát biểu; lời nói	/spiːtʃ/	
2347	speed	tốc độ	/spiːd/	
2348	spell	đánh vần	/spel/	
2349	spend	tiêu (tiền), dành (thời gian)	/spend/	
2350	spill	làm đổ	/spɪl/	
2351	spin	quay tròn	/spɪn/	
2352	spirit	tinh thần; linh hồn	/ˈspɪr.ɪt/	
2353	spite	sự thù hằn (in spite of: mặc dù)	/spaɪt/	
2354	split	chia ra, tách ra	/splɪt/	
2355	spoil	làm hỏng	/spɔɪl/	
2356	spoon	cái thìa	/spuːn/	
2357	sport	thể thao	/spɔːrt/	
2358	spot	địa điểm; đốm; phát hiện	/spɑːt/	
2359	spread	lan truyền, trải ra	/spred/	
2360	spring	mùa xuân; lò xo; nhảy	/sprɪŋ/	
2361	square	hình vuông; quảng trường	/skwer/	
2362	squeeze	ép, vắt	/skwiːz/	
2363	stable	ổn định; chuồng ngựa	/ˈsteɪ.bəl/	
2364	stage	sân khấu; giai đoạn	/steɪdʒ/	
2365	stain	vết bẩn; làm bẩn	/steɪn/	
2366	stair	bậc thang	/ster/	
2367	stamp	con tem; dán tem; dậm chân	/stæmp/	
2368	stand	đứng	/stænd/	
2369	standard	tiêu chuẩn	/ˈstæn.dɚd/	
2370	start	bắt đầu	/stɑːrt/	
2371	state	trạng thái; tiểu bang; phát biểu	/steɪt/	
2372	station	nhà ga, trạm	/ˈsteɪ.ʃən/	
2373	statue	bức tượng	/ˈstætʃ.uː/	
2374	status	trạng thái, địa vị	/ˈstæt̬.əs/	
2375	stay	ở lại	/steɪ/	
2376	steady	vững chắc, ổn định	/ˈsted.i/	
2377	steal	ăn trộm	/stiːl/	
2378	steam	hơi nước	/stiːm/	
2379	steel	thép	/stiːl/	
2380	steep	dốc	/stiːp/	
2381	steer	lái (tàu, xe)	/stɪr/	
2382	step	bước chân; bước đi	/step/	
2383	stick	cái gậy; dán, dính	/stɪk/	
2384	stiff	cứng	/stɪf/	
2385	still	vẫn; tĩnh lặng	/stɪl/	
2386	sting	châm, đốt; vết đốt	/stɪŋ/	
2387	stir	khuấy	/stɝː/	
2388	stock	hàng tồn kho; cổ phiếu	/stɑːk/	
2389	stomach	dạ dày, bụng	/ˈstʌm.ək/	
2390	stone	đá	/stoʊn/	
2391	stop	dừng lại	/stɑːp/	
2392	store	cửa hàng; lưu trữ	/stɔːr/	
2393	storm	cơn bão	/stɔːrm/	
2394	story	câu chuyện; tầng	/ˈstɔːr.i/	
2395	stove	bếp lò	/stoʊv/	
2396	straight	thẳng	/streɪt/	
2397	strange	xa lạ, kỳ lạ	/streɪndʒ/	
2398	stream	dòng suối; luồng (dữ liệu)	/striːm/	
2399	street	đường phố	/striːt/	
2400	strength	sức mạnh	/streŋθ/	
2401	stress	căng thẳng; nhấn mạnh	/stres/	
2402	stretch	kéo giãn	/stretʃ/	
2403	strict	nghiêm khắc	/strɪkt/	
2404	strike	đình công; đánh, đập	/straɪk/	
2405	string	dây	/strɪŋ/	
2406	strip	dải; cởi bỏ	/strɪp/	
2407	stroke	vuốt ve; cú đánh; đột quỵ	/stroʊk/	
2408	strong	mạnh mẽ	/strɑːŋ/	
2409	structure	cấu trúc	/ˈstrʌk.tʃɚ/	
2410	struggle	đấu tranh; vật lộn	/ˈstrʌɡ.əl/	
2411	student	sinh viên, học sinh	/ˈstuː.dənt/	
2412	studio	phòng thu, studio	/ˈstuː.di.oʊ/	
2413	study	học tập; nghiên cứu	/ˈstʌd.i/	
2414	stuff	đồ đạc; nhồi nhét	/stʌf/	
2415	stupid	ngu ngốc	/ˈstuː.pɪd/	
2416	style	phong cách	/staɪl/	
2417	subject	chủ đề; môn học; chủ ngữ	/ˈsʌb.dʒekt/	
2418	substance	chất	/ˈsʌb.stəns/	
2419	succeed	thành công	/səkˈsiːd/	
2420	success	sự thành công	/səkˈses/	
2421	such	như vậy	/sʌtʃ/	
2422	suck	mút, hút	/sʌk/	
2423	sudden	đột ngột	/ˈsʌd.ən/	
2424	suffer	chịu đựng	/ˈsʌf.ɚ/	
2425	sugar	đường	/ˈʃʊɡ.ɚ/	
2426	suggest	gợi ý, đề nghị	/səˈdʒest/	
2427	suit	bộ com lê; phù hợp	/suːt/	
2428	suitable	phù hợp	/ˈsuː.t̬ə.bəl/	
2429	sum	tổng số; tóm tắt	/sʌm/	
2430	summer	mùa hè	/ˈsʌm.ɚ/	
2431	sun	mặt trời	/sʌn/	
2432	supper	bữa tối	/ˈsʌp.ɚ/	
2433	supply	cung cấp; nguồn cung	/səˈplaɪ/	
2434	support	hỗ trợ; sự hỗ trợ	/səˈpɔːrt/	
2435	suppose	cho rằng, giả sử	/səˈpoʊz/	
2436	sure	chắc chắn	/ʃʊr/	
2437	surface	bề mặt	/ˈsɝː.fɪs/	
2438	surname	họ	/ˈsɝː.neɪm/	
2439	surprise	ngạc nhiên; sự ngạc nhiên	/sɚˈpraɪz/	
2440	surround	bao quanh	/səˈraʊnd/	
2441	survive	sống sót	/sɚˈvaɪv/	
2442	suspect	nghi ngờ; kẻ tình nghi	/səˈspekt/	
2443	swallow	nuốt	/ˈswɑː.loʊ/	
2444	swear	thề	/swer/	
2445	sweat	mồ hôi; đổ mồ hôi	/swet/	
2446	sweep	quét	/swiːp/	
2447	sweet	ngọt ngào	/swiːt/	
2448	swell	sưng lên, phồng lên	/swel/	
2449	swim	bơi	/swɪm/	
2450	swing	đu đưa; cái xích đu	/swɪŋ/	
2451	switch	công tắc; chuyển đổi	/swɪtʃ/	
2452	symbol	biểu tượng	/ˈsɪm.bəl/	
2453	sympathy	sự thông cảm	/ˈsɪm.pə.θi/	
2454	system	hệ thống	/ˈsɪs.təm/	
2455	table	cái bàn; bảng	/ˈteɪ.bəl/	
2456	tablet	máy tính bảng; viên thuốc	/ˈtæb.lət/	
2457	tail	đuôi	/teɪl/	
2458	take	lấy, mang	/teɪk/	
2459	talk	nói chuyện	/tɑːk/	
2460	tall	cao	/tɑːl/	
2461	tank	bình chứa; xe tăng	/tæŋk/	
2462	tap	vòi nước; gõ nhẹ	/tæp/	
2463	tape	băng keo; băng ghi âm	/teɪp/	
2464	taste	nếm; vị	/teɪst/	
2465	tax	thuế	/tæks/	
2466	taxi	xe tắc xi	/ˈtæk.si/	
2467	tea	trà	/tiː/	
2468	teach	dạy học	/tiːtʃ/	
2469	team	đội, nhóm	/tiːm/	
2470	tear	xé rách; nước mắt	/ter/	
2471	technical	thuộc về kỹ thuật	/ˈtek.nɪ.kəl/	
2472	technique	kỹ thuật	/tekˈniːk/	
2473	technology	công nghệ	/tekˈnɑː.lə.dʒi/	
2474	television	truyền hình, ti vi	/ˈtel.ə.vɪʒ.ən/	
2475	tell	kể, bảo	/tel/	
2476	temperature	nhiệt độ	/ˈtem.pɚ.ə.tʃɚ/	
2477	tend	có xu hướng	/tend/	
2478	tender	mềm; dịu dàng	/ˈten.dɚ/	
2479	terminal	nhà ga (sân bay); giai đoạn cuối	/ˈtɝː.mə.nəl/	
2480	terrible	khủng khiếp, tồi tệ	/ˈter.ə.bəl/	
2481	test	kiểm tra; bài kiểm tra	/test/	
2482	text	văn bản; tin nhắn	/tekst/	
2483	than	hơn (so sánh)	/ðæn/	
2484	thank	cảm ơn	/θæŋk/	
2485	theater	nhà hát	/ˈθiː.ə.t̬ɚ/	
2486	theme	chủ đề	/θiːm/	
2487	then	sau đó	/ðen/	
2488	theory	lý thuyết	/ˈθiː.ə.ri/	
2489	therefore	do đó	/ˈðer.fɔːr/	
2490	thick	dày	/θɪk/	
2491	thief	kẻ trộm	/θiːf/	
2492	thin	mỏng, gầy	/θɪn/	
2493	thing	đồ vật, sự việc	/θɪŋ/	
2494	think	nghĩ	/θɪŋk/	
2495	thirsty	khát nước	/ˈθɝː.sti/	
2496	thorough	kỹ lưỡng, cẩn thận	/ˈθɝː.oʊ/	
2497	though	mặc dù	/ðoʊ/	
2498	thought	ý nghĩ, suy nghĩ	/θɑːt/	
2499	thread	sợi chỉ	/θred/	
2500	threat	mối đe dọa	/θret/	
2501	throat	cổ họng	/θroʊt/	
2502	through	xuyên qua	/θruː/	
2503	throw	ném	/θroʊ/	
2504	thumb	ngón tay cái	/θʌm/	
2505	thunder	sấm sét	/ˈθʌn.dɚ/	
2506	ticket	vé	/ˈtɪk.ɪt/	
2507	tidy	gọn gàng	/ˈtaɪ.di/	
2508	tie	cà vạt; buộc	/taɪ/	
2509	tight	chật	/taɪt/	
2510	tile	gạch lát	/taɪl/	
2511	till	cho đến khi (= until)	/tɪl/	
2512	time	thời gian; lần	/taɪm/	
2513	timetable	thời khóa biểu, lịch trình	/ˈtaɪmˌteɪ.bəl/	
2514	tin	thiếc; hộp thiếc	/tɪn/	
2515	tiny	nhỏ xíu	/ˈtaɪ.ni/	
2516	tip	tiền boa; mẹo; đỉnh, chóp	/tɪp/	
2517	tire	lốp xe; mệt mỏi	/taɪr/	
2518	tissue	khăn giấy; mô (sinh học)	/ˈtɪʃ.uː/	
2519	title	tiêu đề; chức danh	/ˈtaɪ.t̬əl/	
2520	toast	bánh mì nướng	/toʊst/	
2521	tobacco	thuốc lá	/təˈbæk.oʊ/	
2522	today	hôm nay	/təˈdeɪ/	
2523	toe	ngón chân	/toʊ/	
2524	together	cùng nhau	/təˈɡeð.ɚ/	
2525	toilet	nhà vệ sinh	/ˈtɔɪ.lət/	
2526	tomato	cà chua	/təˈmeɪ.t̬oʊ/	
2527	tomorrow	ngày mai	/təˈmɑːr.oʊ/	
2528	tongue	lưỡi	/tʌŋ/	
2529	tonight	tối nay	/təˈnaɪt/	
2530	tool	công cụ	/tuːl/	
2531	tooth	răng	/tuːθ/	
2532	top	đỉnh, phía trên	/tɑːp/	
2533	topic	chủ đề	/ˈtɑː.pɪk/	
2534	total	tổng cộng	/ˈtoʊ.t̬əl/	
2535	touch	chạm; sự tiếp xúc	/tʌtʃ/	
2536	tough	khó khăn, cứng rắn	/tʌf/	
2537	tour	chuyến du lịch	/tʊr/	
2538	toward	về phía	/tɔːrd/	
2539	towel	khăn tắm	/ˈtaʊ.əl/	
2540	tower	tòa tháp	/ˈtaʊ.ɚ/	
2541	town	thị trấn	/taʊn/	
2542	toy	đồ chơi	/tɔɪ/	
2543	trace	dấu vết; truy tìm	/treɪs/	
2544	track	đường ray; theo dõi	/træk/	
2545	trade	thương mại; giao dịch	/treɪd/	
2546	traffic	giao thông	/ˈtræf.ɪk/	
